LA,Ofsted URN,URN
Tower Hamlets,EY539097,603549
Tower Hamlets,EY320455,603551
Bexley,EY460025,603730
Westminster,EY135180,604281
Barking and Dagenham,EY411214,604593
Barking and Dagenham,EY435508,604603
Barking and Dagenham,504405,604628
Barking and Dagenham,EY471980,604632
Barking and Dagenham,EY233959,604644
Barking and Dagenham,EY309920,604646
Barking and Dagenham,EY432374,604649
Barking and Dagenham,EY554227,604666
Barking and Dagenham,EY356442,604672
Barnet,146933,604853
Barnet,EY455542,604856
Barnet,EY440270,604863
Barnet,EY258904,604866
Barnet,EY221187,604896
Barnet,EY402747,604911
Barnet,147290,604918
Barnet,147274,604919
Barnet,147128,604925
Barnet,EY458276,604941
Barnet,147412,604953
Barnet,147371,604969
Barnet,EY456533,604986
Barnet,EY349150,604990
Barnet,EY481349,604993
Barnet,EY478090,604995
Barnet,EY434953,605000
Barnet,EY288395,605019
Barnet,EY488506,605023
Barnet,EY367103,605039
Barnet,EY472312,605057
Barnet,EY541242,605062
Barnet,EY385396,605066
Barnet,EY387641,605067
Barnet,EY465486,605068
Barnet,EY341312,605070
Barnet,EY497813,605071
Barnet,EY548188,605075
Barnet,EY455294,605087
Barnet,EY468986,605088
Barnet,EY562332,605099
Barnet,EY498823,605103
Barnet,EY498493,605108
Barnet,EY546818,605120
Barnet,EY389016,605123
Barnet,2521383,605134
Barnet,EY544353,605147
Barnet,2529512,605150
Barnet,EY475291,605151
Barnet,EY544257,605153
Barnet,2519758,605154
Barnet,2774273,605183
Barnet,EY562314,605189
Barnet,2576469,605194
Barnet,2626943,605204
Barnet,605215,605215
Barnet,2583573,605228
Barnet,2708414,605232
Barnet,2591529,605234
Barnet,2725473,605236
Barnet,2695138,605241
Barnet,2569397,605247
Barnet,2692565,605249
Barnet,2768814,605261
Bexley,EY402873,605429
Bexley,EY264992,605437
Bexley,EY292279,605438
Bexley,EY377459,605439
Bexley,EY221389,605443
Bexley,EY283497,605444
Bexley,115500,605445
Bexley,EY458284,605449
Bexley,115834,605451
Bexley,115450,605459
Bexley,EY478877,605460
Bexley,EY418027,605463
Bexley,2759198,605467
Bexley,EY340628,605468
Bexley,EY437943,605474
Bexley,EY346024,605476
Bexley,159643,605477
Bexley,EY480659,605483
Bexley,EY412054,605489
Bexley,EY398718,605492
Bexley,EY487620,605494
Bexley,115476,605498
Bexley,EY490494,605505
Bexley,115844,605507
Bexley,EY450640,605508
Bexley,EY385546,605511
Bexley,EY461428,605512
Bexley,EY488819,605513
Bexley,EY332214,605515
Bexley,EY436845,605517
Bexley,EY233948,605518
Bexley,EY267594,605523
Bexley,EY390991,605541
Bexley,EY152405,605545
Bexley,EY409921,605547
Bexley,EY539125,605548
Bexley,EY374756,605552
Bexley,EY232851,605556
Bexley,EY442439,605557
Bexley,EY472688,605560
Bexley,115864,605561
Bexley,EY475549,605565
Bexley,EY244734,605568
Bexley,125941,605570
Bexley,115571,605571
Bexley,EY354423,605572
Bexley,EY343775,605573
Bexley,EY490227,605576
Bexley,EY330112,605577
Bexley,EY298238,605582
Bexley,EY269593,605584
Bexley,EY538575,605585
Bexley,EY345212,605589
Bexley,EY386645,605598
Bexley,EY258579,605601
Bexley,EY282643,605602
Bexley,EY548442,605603
Bexley,EY497758,605604
Bexley,EY484808,605605
Bexley,EY550719,605607
Bexley,EY408689,605609
Bexley,EY493348,605621
Bexley,EY429688,605622
Bexley,510728,605623
Bexley,115830,605624
Bexley,EY448537,605626
Bexley,EY538679,605627
Bexley,EY440656,605629
Bexley,EY442530,605631
Bexley,EY488369,605636
Bexley,EY553635,605637
Bexley,EY419486,605638
Bexley,EY498858,605645
Bexley,EY540213,605646
Bexley,EY432960,605664
Bexley,EY459939,605665
Bexley,EY264261,605673
Bexley,EY496864,605675
Bexley,EY542860,605676
Bexley,115561,605678
Bexley,EY499129,605680
Bexley,2526286,605684
Bexley,2552283,605686
Bexley,EY462091,605691
Bexley,EY547201,605693
Bexley,EY562246,605698
Bexley,EY561554,605703
Bexley,EY496937,605704
Bexley,EY539044,605705
Bexley,2496511,605706
Bexley,EY429362,605707
Bexley,2579046,605709
Bexley,EY420451,605711
Bexley,2597932,605713
Bexley,EY382235,605715
Bexley,EY344647,605718
Bexley,EY477713,605720
Bexley,2593963,605721
Bexley,EY550135,605723
Bexley,115735,605729
Bexley,EY554354,605738
Bexley,2716511,605745
Bexley,2652152,605748
Bexley,2648960,605749
Bexley,2615831,605750
Bexley,TY0422003,605751
Bexley,TY0422003,605754
Bexley,EY430312,605759
Bexley,2698441,605760
Bexley,2575124,605764
Bexley,2756379,605767
Brent,504476,605786
Brent,EY337923,605788
Brent,137577,605798
Brent,EY408202,605816
Brent,EY330538,605822
Brent,EY291060,605825
Brent,EY395008,605833
Brent,137708,605845
Brent,EY388410,605866
Brent,EY313061,605867
Brent,EY298225,605868
Brent,EY299602,605874
Brent,EY485144,605878
Brent,EY483131,605883
Brent,EY470825,605888
Brent,137502,605892
Brent,EY296408,605895
Brent,EY437514,605899
Brent,137611,605918
Brent,EY425499,605919
Brent,EY497814,605922
Brent,EY277166,605924
Brent,EY489772,605928
Brent,EY459300,605929
Brent,EY548173,605930
Brent,137446,605931
Brent,EY550059,605936
Brent,EY553095,605937
Brent,EY542184,605939
Brent,EY471498,605941
Brent,EY554482,605957
Brent,2545755,605960
Brent,2514964,605968
Brent,2555289,605978
Brent,2556476,605982
Brent,2603490,605983
Brent,EY263595,605985
Brent,EY559899,605986
Brent,2636434,605995
Brent,EY0421006,605996
Brent,2560166,605998
Brent,2655489,606001
Brent,921013,606003
Brent,2650199,606004
Brent,2613283,606006
Brent,2650198,606009
Brent,2714293,606015
Brent,2673236,606019
Brent,2683734,606021
Bromley,EY294881,606233
Bromley,136781,606234
Bromley,EY314546,606235
Bromley,137051,606238
Bromley,402577,606240
Bromley,EY305495,606241
Bromley,EY363682,606250
Bromley,EY276913,606254
Bromley,EY426782,606260
Bromley,EY100526,606262
Bromley,EY288744,606265
Bromley,EY393103,606272
Bromley,EY407568,606273
Bromley,EY469151,606279
Bromley,EY469168,606280
Bromley,EY411097,606282
Bromley,136882,606283
Bromley,EY474895,606285
Bromley,EY410355,606288
Bromley,137142,606289
Bromley,EY356497,606293
Bromley,EY358065,606304
Bromley,EY386066,606306
Bromley,EY337674,606311
Bromley,EY486741,606334
Bromley,EY315444,606336
Bromley,EY482777,606339
Bromley,EY357821,606346
Bromley,EY465532,606353
Bromley,EY342775,606368
Bromley,EY100318,606371
Bromley,EY101248,606373
Bromley,EY481307,606378
Bromley,EY294702,606379
Bromley,EY266560,606392
Bromley,EY538301,606404
Bromley,EY541093,606405
Bromley,EY441125,606406
Bromley,EY376318,606408
Bromley,136911,606422
Bromley,EY495988,606427
Bromley,EY423143,606428
Bromley,EY240365,606429
Bromley,2731956,606433
Bromley,EY544811,606439
Bromley,EY548799,606443
Bromley,EY549087,606449
Bromley,EY493872,606451
Bromley,EY339470,606456
Bromley,EY417841,606461
Bromley,EY287348,606462
Bromley,EY270716,606465
Bromley,EY544409,606468
Bromley,EY498752,606473
Bromley,EY414843,606479
Bromley,EY394167,606481
Bromley,136756,606483
Bromley,EY560399,606508
Bromley,EY474826,606510
Bromley,EY561015,606521
Bromley,EY492328,606526
Bromley,EY218719,606532
Bromley,EY480373,606533
Bromley,EY472854,606535
Bromley,EY499507,606537
Bromley,EY542753,606542
Bromley,EY559013,606552
Bromley,EY348185,606563
Bromley,EY429167,606569
Bromley,EY346883,606574
Bromley,2538621,606576
Bromley,EY557139,606577
Bromley,EY546081,606596
Bromley,EY379788,606597
Bromley,EY550062,606599
Bromley,136759,606600
Bromley,EY471618,606601
Bromley,EY499297,606602
Bromley,2546440,606603
Bromley,2524410,606609
Bromley,136857,606613
Bromley,EY361237,606618
Bromley,EY489018,606620
Bromley,EY483152,606623
Bromley,EY544759,606627
Bromley,2587607,606643
Bromley,2550043,606647
Bromley,2548373,606648
Bromley,EY469257,606650
Bromley,EY491313,606657
Bromley,EY457298,606658
Bromley,EY540478,606663
Bromley,2568523,606670
Bromley,2546541,606677
Bromley,EY456756,606678
Bromley,2616698,606679
Bromley,136584,606691
Bromley,2645217,606698
Bromley,2637419,606708
Bromley,EY544860,606712
Bromley,2555291,606718
Bromley,2526706,606732
Bromley,2699406,606735
Bromley,EY296369,606736
Bromley,2695514,606737
Bromley,TY0323005,606740
Bromley,2695646,606742
Bromley,2553404,606744
Bromley,EY439160,606750
Bromley,2643153,606751
Bromley,2746697,606765
Bromley,2752924,606772
Bromley,2758049,606773
Bromley,SCA170200,606774
Bromley,EY441297,606775
Bromley,2760174,606784
Bromley,EY488055,606785
West Sussex,EY235314,607706
Ealing,EY495899,607760
Ealing,2738606,607762
Ealing,117953,607776
Ealing,EY495449,607784
Ealing,EY338726,607792
Ealing,EY357282,607811
Ealing,EY470716,607826
Ealing,EY389591,607840
Ealing,EY493246,607865
Ealing,EY406177,607883
Ealing,EY136603,607884
Ealing,EY293599,607888
Ealing,EY377171,607894
Enfield,EY406384,608329
Enfield,EY448196,608333
Enfield,135694,608334
Enfield,135837,608341
Enfield,EY222496,608344
Enfield,EY398474,608348
Enfield,EY441507,608353
Enfield,EY467411,608359
Enfield,EY394573,608372
Enfield,EY330171,608392
Enfield,EY253467,608399
Enfield,EY477364,608405
Enfield,135875,608407
Enfield,160094,608410
Enfield,EY347093,608415
Enfield,EY475084,608419
Enfield,EY392780,608450
Enfield,EY346148,608460
Enfield,160107,608462
Enfield,EY452574,608485
Enfield,EY540511,608492
Enfield,EY485290,608498
Enfield,EY536809,608501
Enfield,EY418441,608505
Enfield,160033,608513
Enfield,135723,608515
Enfield,EY397207,608522
Enfield,EY472803,608531
Enfield,EY274308,608533
Enfield,135705,608540
Enfield,EY367685,608541
Enfield,EY337551,608542
Enfield,EY377475,608547
Enfield,135633,608552
Enfield,EY545212,608556
Enfield,135509,608563
Enfield,EY544149,608581
Enfield,EY481882,608586
Enfield,2536411,608603
Enfield,2550714,608613
Enfield,EY438475,608616
Enfield,2586177,608619
Enfield,EY101180,608620
Enfield,2590373,608621
Enfield,CA000038,608625
Enfield,CA000038,608628
Enfield,CA000038,608646
Enfield,EY556211,608652
Enfield,2626642,608655
Enfield,2705301,608674
Enfield,EY306075,608679
Enfield,160063,608690
Enfield,EY339871,608692
Enfield,2742632,608695
Enfield,2580556,608696
Enfield,2739504,608699
Enfield,2608778,608705
Enfield,EY221259,608706
Enfield,EY285401,608708
Enfield,2745510,608709
Enfield,CA000038,608710
Haringey,EY409002,608899
Harrow,EY364718,609184
Harrow,EY408173,609191
Harrow,CA000038,609198
Harrow,EY431838,609204
Harrow,EY302206,609207
Harrow,2618688,609300
Harrow,EY494478,609301
Harrow,147751,609304
Harrow,2702884,609306
Harrow,147974,609319
Harrow,EY490381,609322
Harrow,EY474707,609325
Harrow,EY480353,609330
Harrow,EY444083,609331
Harrow,EY290673,609342
Harrow,EY412839,609345
Harrow,EY500170,609346
Harrow,EY498723,609356
Harrow,EY437249,609357
Harrow,EY243185,609358
Harrow,EY490131,609361
Harrow,EY246434,609401
Harrow,2711183,609405
Harrow,EY556274,609423
Harrow,EY560730,609526
Harrow,EY556041,609529
Harrow,EY289166,609531
Harrow,147687,609532
Harrow,EY248023,609533
Harrow,148009,609555
Harrow,EY563731,609572
Harrow,EY384255,609575
Harrow,CA000038,609576
Harrow,CA000038,609577
Harrow,CA000038,609578
Harrow,CA000038,609579
Harrow,2553410,609581
Harrow,CA000038,609582
Harrow,2689683,609591
Harrow,147856,609593
Harrow,2638460,609595
Havering,EY276413,609631
Havering,118881,609632
Havering,EY371636,609643
Havering,EY385984,609647
Havering,144521,609650
Havering,EY266822,609655
Havering,EY412101,609659
Havering,EY445023,609660
Havering,EY389814,609662
Havering,EY453629,609663
Havering,EY364415,609664
Havering,EY435298,609665
Havering,EY330115,609666
Havering,EY475025,609680
Havering,118799,609687
Havering,EY308030,609695
Havering,EY484833,609701
Havering,EY265655,609704
Havering,EY371438,609710
Havering,EY495650,609716
Havering,EY441289,609722
Havering,EY538334,609736
Havering,EY543199,609742
Havering,159550,609745
Havering,EY491102,609765
Havering,EY550872,609787
Havering,EY489954,609790
Havering,EY558901,609807
Havering,118744,609810
Havering,EY410040,609814
Havering,EY282262,609815
Havering,EY396019,609818
Havering,2548363,609835
Havering,2605876,609847
Havering,EY496671,609851
Havering,2635067,609853
Havering,2636968,609854
Havering,2649774,609859
Havering,118653,609862
Havering,2652186,609865
Havering,2652185,609866
Havering,2581725,609871
Havering,TY1220013,609873
Havering,2714125,609882
Havering,EY558808,609884
Havering,2724795,609889
Havering,2636008,609890
Hillingdon,161089,610161
Hillingdon,EY418353,610162
Hillingdon,EY294754,610167
Hillingdon,EY310261,610173
Hillingdon,EY261505,610174
Hillingdon,138708,610180
Hillingdon,EY309167,610182
Hillingdon,EY358631,610189
Hillingdon,EY370265,610191
Hillingdon,EY419768,610197
Hillingdon,EY427986,610198
Hillingdon,138751,610217
Hillingdon,138887,610219
Hillingdon,138694,610226
Hillingdon,EY336960,610241
Hillingdon,EY391080,610259
Hillingdon,138813,610274
Hillingdon,138595,610297
Hillingdon,EY258490,610298
Hillingdon,EY433147,610301
Hillingdon,EY318848,610304
Hillingdon,EY298542,610317
Hillingdon,EY484906,610320
Hillingdon,EY465885,610331
Hillingdon,EY347601,610342
Hillingdon,EY417410,610343
Hillingdon,138927,610347
Hillingdon,138864,610349
Hillingdon,EY461585,610353
Hillingdon,EY541321,610356
Hillingdon,EY430259,610359
Hillingdon,161119,610362
Hillingdon,138548,610371
Hillingdon,138640,610379
Hillingdon,EY306648,610384
Hillingdon,139019,610393
Hillingdon,EY554188,610397
Hillingdon,EY562489,610406
Hillingdon,EY497670,610410
Hillingdon,EY563242,610415
Hillingdon,EY456844,610418
Hillingdon,138630,610419
Hillingdon,EY469266,610425
Hounslow,149822,610550
Hounslow,EY463531,610552
Hounslow,EY411080,610553
Hounslow,EY279293,610555
Hounslow,EY549622,610559
Hounslow,EY346997,610560
Hounslow,116006,610561
Hounslow,EY447204,610564
Hounslow,EY402479,610588
Hounslow,149798,610590
Hounslow,EY367693,610592
Hounslow,EY408477,610595
Hounslow,EY276203,610597
Hounslow,EY395980,610599
Hounslow,EY101078,610612
Hounslow,EY335503,610614
Hounslow,EY386765,610617
Hounslow,EY402567,610626
Hounslow,EY388215,610646
Hounslow,EY393017,610647
Hounslow,EY438910,610648
Hounslow,EY497673,610650
Hounslow,160936,610656
Hounslow,EY550773,610668
Hounslow,EY552126,610672
Hounslow,116083,610673
Hounslow,EY265438,610681
Hounslow,EY428307,610688
Hounslow,EY472821,610689
Hounslow,EY557328,610695
Hounslow,116152,610706
Hounslow,EY546795,610707
Hounslow,EY364548,610720
Hounslow,EY419476,610722
Hounslow,EY351825,610729
Hounslow,116063,610733
Hounslow,EY273565,610736
Hounslow,EY381685,610738
Hounslow,2677528,610745
Hounslow,2549519,610746
Hounslow,2590163,610747
Hounslow,EY555844,610748
Hounslow,2742873,610751
Hounslow,2747410,610752
Hounslow,2595482,610753
Hounslow,2617711,610754
Hounslow,2674562,610755
Hounslow,2548938,610756
Hounslow,2651922,610757
Hounslow,EY561873,610758
Hounslow,EY542522,610759
Hounslow,CA000038,610760
Hounslow,EY545453,610761
Hounslow,EY388016,610762
Kingston upon Thames,EY379951,610876
Kingston upon Thames,132047,610893
Kingston upon Thames,EY358502,610896
Kingston upon Thames,131946,610913
Kingston upon Thames,EY418767,610917
Kingston upon Thames,EY415959,610925
Kingston upon Thames,EY390551,610933
Kingston upon Thames,EY392832,610939
Kingston upon Thames,EY482920,610942
Kingston upon Thames,EY351755,610944
Kingston upon Thames,EY379076,610953
Kingston upon Thames,EY451490,610955
Kingston upon Thames,EY489529,610974
Kingston upon Thames,EY494869,610976
Kingston upon Thames,EY463610,610988
Kingston upon Thames,2625367,610989
Kingston upon Thames,132077,610990
Kingston upon Thames,137923,610996
Kingston upon Thames,132103,611000
Kingston upon Thames,132022,611003
Kingston upon Thames,EY275451,611024
Kingston upon Thames,2619283,611043
Kingston upon Thames,EY401533,611044
Kingston upon Thames,EY460486,611046
Kingston upon Thames,EY444016,611052
Kingston upon Thames,131978,611055
Kingston upon Thames,2622286,611056
Kingston upon Thames,EY303066,611061
Kingston upon Thames,EY333433,611067
Kingston upon Thames,131975,611069
Kingston upon Thames,EY409270,611074
Kingston upon Thames,CA000038,611080
Kingston upon Thames,EY395080,611082
Kingston upon Thames,132107,611083
Kingston upon Thames,2638504,611084
Kingston upon Thames,2630286,611085
Kingston upon Thames,2757078,611088
Kingston upon Thames,CA000017,611090
Merton,CA000026,611127
Merton,EY372297,611141
Merton,EY265309,611153
Merton,EY419394,611158
Merton,EY466011,611163
Merton,EY441740,611179
Merton,138164,611185
Merton,EY462542,611193
Merton,EY444326,611214
Merton,EY394588,611217
Merton,EY100530,611224
Merton,2627580,611225
Merton,153884,611228
Merton,EY495155,611237
Merton,EY445052,611238
Merton,EY306563,611244
Merton,EY391800,611247
Merton,EY540094,611271
Merton,EY549403,611274
Merton,137935,611275
Merton,137911,611302
Merton,EY468719,611309
Merton,EY439214,611310
Merton,EY562823,611311
Merton,138075,611314
Merton,EY437235,611315
Merton,EY378436,611317
Merton,EY562214,611321
Merton,2544258,611327
Merton,EY561893,611328
Merton,EY554317,611339
Merton,EY553937,611342
Merton,EY389550,611349
Merton,EY536031,611356
Merton,EY376606,611362
Merton,2631944,611367
Merton,2592283,611375
Merton,,611390
Merton,EY422256,611393
Merton,EY490784,611398
Merton,2713118,611399
Merton,EY347698,611401
Merton,2746761,611403
Merton,2563572,611405
Merton,156652,611406
Newham,2614188,611479
Newham,EY435610,611480
Newham,EY397468,611485
Newham,2517583,611489
Newham,EY336657,611493
Newham,EY467225,611495
Newham,EY432774,611503
Newham,EY392497,611506
Newham,EY362951,611510
Newham,EY267404,611512
Newham,EY453969,611516
Newham,132667,611517
Newham,EY301046,611519
Newham,2744164,611532
Newham,EY492547,611534
Newham,EY439990,611546
Newham,EY427372,611547
Newham,EY454012,611548
Newham,EY496221,611550
Newham,EY287372,611554
Newham,TY1021009,611559
Newham,EY483963,611561
Newham,132451,611572
Newham,EY543395,611576
Newham,2663607,611581
Newham,TY0822022,611583
Newham,TY0723059,611584
Newham,EY232160,611585
Newham,EY428986,611588
Newham,EY344767,611591
Newham,EY559750,611596
Newham,EY560852,611601
Newham,EY547971,611609
Newham,2524987,611612
Redbridge,EY465394,611766
Redbridge,EY333539,611767
Redbridge,128218,611771
Redbridge,,611795
Redbridge,ey309780,611803
Redbridge,2554351,611807
Redbridge,2523658,611809
Redbridge,2554393,611811
Redbridge,ey274468,611815
Redbridge,2556625,611819
Redbridge,2520184,611822
Redbridge,EY410452,611834
Redbridge,2539458,611836
Redbridge,TY0522014,611843
Redbridge,2550833,611844
Redbridge,2569310,611846
Redbridge,2576387,611847
Redbridge,2579508,611849
Redbridge,2672773,611850
Redbridge,,611853
Redbridge,ey495252,611861
Redbridge,EY537491,611862
Redbridge,EY396608,611873
Redbridge,EY333880,611876
